Id,SalePrice
1461,125871.8
1462,161391.72
1463,176958.58
1464,183443.22
1465,194590.67
1466,171078.89
1467,163963.55
1468,161472.64
1469,193543.25
1470,125322.7
1471,202533.69
1472,96777.94
1473,94264.92
1474,155022.1
1475,142816.64
1476,365837.34
1477,258590.61
1478,297950.78
1479,261582.92
1480,522523.6
1481,315280.75
1482,212151.47
1483,166088.95
1484,174122.34
1485,179414.34
1486,192783.7
1487,341989.75
1488,238398.4
1489,198988.08
1490,211670.6
1491,190669.75
1492,87727.734
1493,186099.44
1494,293935.28
1495,295272.8
1496,227159.36
1497,189341.69
1498,164342.38
1499,166786.45
1500,147318.92
1501,161581.11
1502,163143.25
1503,281752.06
1504,231228.8
1505,220270.53
1506,196324.94
1507,225337.1
1508,193483.55
1509,163757.6
1510,145992.81
1511,143842.47
1512,186333.55
1513,148727.72
1514,173527.34
1515,179696.05
1516,165788.28
1517,158448.48
1518,140511.45
1519,223587.02
1520,134734.64
1521,138078.34
1522,169023.9
1523,105807.016
1524,129399.54
1525,125178.95
1526,126561.59
1527,103990.57
1528,130574.88
1529,147615.0
1530,177623.62
1531,110626.04
1532,108460.305
1533,148683.19
1534,118402.44
1535,145981.72
1536,110028.305
1537,81496.99
1538,185863.98
1539,215309.95
1540,102868.54
1541,138268.86
1542,124556.086
1543,220846.02
1544,79722.12
1545,113333.62
1546,123839.34
1547,127302.1
1548,139382.52
1549,119016.22
1550,136147.53
1551,120397.54
1552,131653.56
1553,153989.89
1554,108363.67
1555,160083.69
1556,83349.945
1557,119891.71
1558,98257.86
1559,96166.58
1560,139621.34
1561,143621.11
1562,122744.484
1563,122379.66
1564,157254.27
1565,147094.36
1566,215297.8
1567,77442.28
1568,211224.55
1569,130257.15
1570,133577.05
1571,125304.23
1572,146277.72
1573,233303.73
1574,121749.09
1575,225414.23
1576,219973.88
1577,187938.1
1578,145772.88
1579,147103.33
1580,192876.66
1581,145303.05
1582,127405.22
1583,347370.7
1584,230500.67
1585,141335.02
1586,74184.55
1587,101991.31
1588,154151.08
1589,103841.37
1590,133044.7
1591,99974.75
1592,111914.14
1593,131167.98
1594,132996.69
1595,116454.18
1596,247240.56
1597,178805.95
1598,205669.34
1599,199542.83
1600,195709.62
1601,79846.44
1602,107363.37
1603,102551.84
1604,273548.88
1605,246099.69
1606,162549.64
1607,172967.77
1608,205423.61
1609,181496.86
1610,147832.9
1611,141298.77
1612,170087.06
1613,155543.5
1614,130565.14
1615,91790.1
1616,71204.336
1617,95335.234
1618,122217.984
1619,142188.28
1620,150963.47
1621,126264.06
1622,143436.11
1623,296907.88
1624,206200.4
1625,132329.64
1626,167763.78
1627,183587.08
1628,278484.7
1629,183246.81
1630,408221.06
1631,225452.45
1632,246904.62
1633,169628.05
1634,180594.11
1635,183901.4
1636,148045.7
1637,185007.84
1638,222489.06
1639,181946.14
1640,255676.97
1641,172786.23
1642,216556.73
1643,218988.23
1644,226223.38
1645,187834.7
1646,154225.9
1647,170484.02
1648,133405.75
1649,139078.7
1650,121791.71
1651,119876.54
1652,98998.414
1653,100751.93
1654,154546.06
1655,161198.77
1656,147223.47
1657,148760.39
1658,151741.14
1659,148039.22
1660,149271.88
1661,438825.5
1662,438149.5
1663,389039.2
1664,461361.34
1665,308147.53
1666,332861.03
1667,351558.94
1668,318462.9
1669,301278.62
1670,334382.3
1671,254460.95
1672,487574.88
1673,299232.94
1674,247561.0
1675,176340.9
1676,182729.98
1677,202479.92
1678,461615.03
1679,387583.06
1680,315653.16
1681,253230.88
1682,301429.8
1683,182046.78
1684,171707.02
1685,170430.05
1686,174938.08
1687,167399.08
1688,183583.38
1689,186087.2
1690,190461.98
1691,183824.9
1692,268281.34
1693,168527.9
1694,180123.14
1695,166752.86
1696,272161.8
1697,167990.02
1698,391781.25
1699,328829.62
1700,243234.73
1701,258895.75
1702,254973.7
1703,236625.3
1704,303940.34
1705,227914.42
1706,417629.0
1707,202973.48
1708,195907.58
1709,301307.78
1710,227456.67
1711,250856.45
1712,258190.48
1713,268371.94
1714,216766.53
1715,203725.27
1716,178007.2
1717,175570.88
1718,140949.16
1719,204108.42
1720,254150.88
1721,176864.0
1722,139348.95
1723,157262.95
1724,212715.6
1725,243119.5
1726,189745.27
1727,156716.88
1728,185139.38
1729,165475.11
1730,166719.66
1731,122214.52
1732,133556.55
1733,119441.336
1734,129269.29
1735,135746.72
1736,116440.266
1737,353162.25
1738,210296.6
1739,320745.25
1740,220200.1
1741,170281.3
1742,160758.25
1743,172708.45
1744,302504.22
1745,212004.08
1746,253959.6
1747,234876.06
1748,224991.45
1749,148421.0
1750,132915.6
1751,246091.1
1752,125043.58
1753,150979.3
1754,223947.9
1755,159024.22
1756,135768.19
1757,124322.61
1758,149789.28
1759,163121.62
1760,165643.3
1761,147125.98
1762,174445.56
1763,185919.98
1764,117048.7
1765,183906.2
